,State,CTYNAME,Year,Deaths_Total,Population,Mortality_Rate
11815,Texas,Travis County,2014,129,1152411,0.00011193923001429178
11816,Texas,Travis County,2015,136,1180003,0.00011525394426963322
11817,Texas,Van Zandt County,2003,5,50293,9.941741395422822e-05
11818,Texas,Van Zandt County,2004,5,51366,9.734065335046528e-05
11819,Texas,Van Zandt County,2005,5,51579,9.693867659318716e-05
11820,Texas,Van Zandt County,2006,5,52194,9.579645169942906e-05
11821,Texas,Van Zandt County,2007,5,52151,9.587543863013173e-05
11822,Texas,Van Zandt County,2008,5,52470,9.52925481227368e-05
11823,Texas,Van Zandt County,2009,5,52359,9.549456635917416e-05
11824,Texas,Van Zandt County,2010,5,52576,9.51004260499087e-05
11825,Texas,Van Zandt County,2011,5,52490,9.525623928367309e-05
11826,Texas,Van Zandt County,2012,11,52211,0.0002106835724272663
11827,Texas,Van Zandt County,2013,5,52328,9.555113896957652e-05
11828,Texas,Van Zandt County,2014,5,52782,9.472926376416202e-05
11829,Texas,Van Zandt County,2015,5,53431,9.35786341262563e-05
11830,Texas,Victoria County,2003,5,84674,5.9050003543000215e-05
11831,Texas,Victoria County,2004,5,84718,5.9019334734058876e-05
11832,Texas,Victoria County,2005,5,84453,5.920452796229856e-05
11833,Texas,Victoria County,2006,5,84528,5.915199697141776e-05
11834,Texas,Victoria County,2007,5,85261,5.864345949496253e-05
11835,Texas,Victoria County,2008,5,85762,5.8300879177257994e-05
11836,Texas,Victoria County,2009,10,86635,0.00011542679055808853
11837,Texas,Victoria County,2010,5,86883,5.75486573898231e-05
11838,Texas,Victoria County,2011,11,87560,0.0001256281407035176
11839,Texas,Victoria County,2012,5,89124,5.610161123827476e-05
11840,Texas,Victoria County,2013,14,90075,0.00015542603386067166
11841,Texas,Victoria County,2014,5,91037,5.492272372771511e-05
11842,Texas,Victoria County,2015,5,92130,5.4271138608488005e-05
11843,Texas,Webb County,2003,10,211786,4.72174742428678e-05
11844,Texas,Webb County,2004,10,217858,4.590145874835902e-05
11845,Texas,Webb County,2005,13,223703,5.8112765586514264e-05
11846,Texas,Webb County,2006,5,229307,2.1804829333600807e-05
11847,Texas,Webb County,2007,17,234594,7.246562145664425e-05
11848,Texas,Webb County,2008,20,240287,8.323379958133399e-05
11849,Texas,Webb County,2009,28,245908,0.00011386372139174
11850,Texas,Webb County,2010,23,251358,9.150295594331591e-05
11851,Texas,Webb County,2011,19,255877,7.425442693168984e-05
11852,Texas,Webb County,2012,29,260487,0.00011132993201196221
11853,Texas,Webb County,2013,29,264280,0.00010973210231572574
11854,Texas,Webb County,2014,22,267258,8.231746103016561e-05
11855,Texas,Webb County,2015,24,269598,8.902143190973226e-05
11856,Texas,Wichita County,2003,16,130411,0.00012268903696774046
11857,Texas,Wichita County,2004,12,131677,9.113208836774835e-05
11858,Texas,Wichita County,2005,15,130767,0.0001147078391337264
11859,Texas,Wichita County,2006,19,131376,0.00014462306661795153
11860,Texas,Wichita County,2007,13,130564,9.956802794032046e-05
11861,Texas,Wichita County,2008,29,130340,0.0002224950130428111
11862,Texas,Wichita County,2009,26,130913,0.00019860518053974778
11863,Texas,Wichita County,2010,16,131802,0.00012139421253091758
11864,Texas,Wichita County,2011,18,130825,0.0001375883814255685
11865,Texas,Wichita County,2012,18,131742,0.00013663068725235688
11866,Texas,Wichita County,2013,16,132255,0.00012097841291444558
11867,Texas,Wichita County,2014,19,132721,0.00014315745059184304
11868,Texas,Wichita County,2015,17,131050,0.00012972148035101107
11869,Texas,Williamson County,2003,11,302895,3.631621519008237e-05
11870,Texas,Williamson County,2004,12,316532,3.7910858933693906e-05
11871,Texas,Williamson County,2005,14,332169,4.214722024029937e-05
11872,Texas,Williamson County,2006,23,351970,6.534647839304486e-05
11873,Texas,Williamson County,2007,17,373723,4.548823593945248e-05
11874,Texas,Williamson County,2008,18,395437,4.551926096950968e-05
11875,Texas,Williamson County,2009,34,410800,8.27653359298929e-05
11876,Texas,Williamson County,2010,27,426568,6.329588717390897e-05
11877,Texas,Williamson County,2011,31,442366,7.007771845033299e-05
11878,Texas,Williamson County,2012,28,456144,6.138412431162089e-05
11879,Texas,Williamson County,2013,34,470494,7.22644709603098e-05
11880,Texas,Williamson County,2014,27,488446,5.527734898023528e-05
11881,Texas,Williamson County,2015,27,507728,5.3178079601676485e-05
11882,Utah,Cache County,2003,5,97101,5.149277556358843e-05
11883,Utah,Cache County,2004,5,98854,5.057964270540393e-05
11884,Utah,Cache County,2005,5,100501,4.975074874876867e-05
11885,Utah,Cache County,2006,5,101236,4.9389545221067605e-05
11886,Utah,Cache County,2007,5,103624,4.825137033891762e-05
11887,Utah,Cache County,2008,5,106824,4.680596120721935e-05
11888,Utah,Cache County,2009,5,110291,4.533461479177811e-05
11889,Utah,Cache County,2010,5,113388,4.4096377041662255e-05
11890,Utah,Cache County,2011,5,114800,4.3554006968641115e-05
11891,Utah,Cache County,2012,5,115925,4.313133491481561e-05
11892,Utah,Cache County,2013,11,117070,9.39608781071154e-05
11893,Utah,Cache County,2014,11,117956,9.325511207568924e-05
11894,Utah,Cache County,2015,5,119777,4.1744241381901363e-05
11895,Utah,Davis County,2003,21,255582,8.21654107096744e-05
11896,Utah,Davis County,2004,17,262189,6.48387232111187e-05
11897,Utah,Davis County,2005,22,269208,8.172119699265995e-05
11898,Utah,Davis County,2006,28,278800,0.00010043041606886657
11899,Utah,Davis County,2007,40,288236,0.0001387751703465216
11900,Utah,Davis County,2008,49,295801,0.000165651907870494
11901,Utah,Davis County,2009,38,301965,0.0001258423989535211
11902,Utah,Davis County,2010,34,307919,0.00011041864906030482
11903,Utah,Davis County,2011,18,311904,5.771006463527239e-05
11904,Utah,Davis County,2012,47,316022,0.00014872382302497927
11905,Utah,Davis County,2013,40,322368,0.00012408179471907883
11906,Utah,Davis County,2014,43,328891,0.0001307424040183526
11907,Utah,Davis County,2015,48,334814,0.0001433631807511036
11908,Utah,Iron County,2003,5,36202,0.00013811391635821225
11909,Utah,Iron County,2004,5,37223,0.0001343255514063885
11910,Utah,Iron County,2005,5,39555,0.00012640626975097966
11911,Utah,Iron County,2006,5,42000,0.00011904761904761905
11912,Utah,Iron County,2007,5,43645,0.00011456065986940085
11913,Utah,Iron County,2008,5,44547,0.00011224100388353874
11914,Utah,Iron County,2009,5,45693,0.00010942595145864793
11915,Utah,Iron County,2010,5,46264,0.00010807539339443195
11916,Utah,Iron County,2011,10,46632,0.00021444501629782123
11917,Utah,Iron County,2012,5,46661,0.00010715586892694113
11918,Utah,Iron County,2013,5,46560,0.00010738831615120275
11919,Utah,Iron County,2014,5,47080,0.00010620220900594733
11920,Utah,Iron County,2015,5,48166,0.00010380766515799527
11921,Utah,Salt Lake County,2003,164,924802,0.00017733525662790521
11922,Utah,Salt Lake County,2004,191,934140,0.00020446613997901814
11923,Utah,Salt Lake County,2005,223,947963,0.0002352412488673081
11924,Utah,Salt Lake County,2006,223,966798,0.0002306583174561801
11925,Utah,Salt Lake County,2007,234,983719,0.00023787280717359327
11926,Utah,Salt Lake County,2008,211,999553,0.0002110943591785528
11927,Utah,Salt Lake County,2009,230,1016795,0.0002262009549614229
11928,Utah,Salt Lake County,2010,180,1032997,0.00017425026403755287
11929,Utah,Salt Lake County,2011,214,1047702,0.0002042565538674165
11930,Utah,Salt Lake County,2012,248,1064140,0.00023305204202454563
11931,Utah,Salt Lake County,2013,261,1079661,0.00024174254696613103
11932,Utah,Salt Lake County,2014,264,1090340,0.00024212630922464552
11933,Utah,Salt Lake County,2015,296,1102690,0.00026843446480878577
11934,Utah,Tooele County,2003,5,46652,0.00010717654119866244
11935,Utah,Tooele County,2004,5,47894,0.00010439721050653527
11936,Utah,Tooele County,2005,5,49258,0.00010150635429777904
11937,Utah,Tooele County,2006,5,51483,9.711943748421809e-05
11938,Utah,Tooele County,2007,5,53821,9.290054068114677e-05
11939,Utah,Tooele County,2008,5,55909,8.943103972526784e-05
11940,Utah,Tooele County,2009,5,57218,8.738508860847985e-05
11941,Utah,Tooele County,2010,5,58502,8.546716351577724e-05
11942,Utah,Tooele County,2011,5,59198,8.44623129159769e-05
11943,Utah,Tooele County,2012,5,59810,8.359806052499582e-05
11944,Utah,Tooele County,2013,11,60655,0.0001813535570027203
11945,Utah,Tooele County,2014,15,61473,0.00024400956517495485
11946,Utah,Tooele County,2015,5,62676,7.977535260705853e-05
11947,Utah,Utah County,2003,56,406158,0.00013787737776924252
11948,Utah,Utah County,2004,48,416220,0.00011532362692806688
11949,Utah,Utah County,2005,70,430697,0.00016252725233749016
11950,Utah,Utah County,2006,70,448296,0.00015614683155772079
11951,Utah,Utah County,2007,74,469574,0.0001575896450825642
11952,Utah,Utah County,2008,50,487615,0.00010253991366139269
11953,Utah,Utah County,2009,76,504801,0.00015055437687326294
11954,Utah,Utah County,2010,68,520033,0.00013076093247928498
11955,Utah,Utah County,2011,90,530844,0.0001695413341772724
11956,Utah,Utah County,2012,96,539970,0.00017778765486971498
11957,Utah,Utah County,2013,84,551689,0.0001522596970394552
11958,Utah,Utah County,2014,81,561171,0.00014434102973959808
11959,Utah,Utah County,2015,97,573289,0.00016919912993272154
11960,Utah,Washington County,2003,11,104188,0.00010557837754827811
11961,Utah,Washington County,2004,5,110207,4.536916892756359e-05
11962,Utah,Washington County,2005,12,119000,0.00010084033613445378
11963,Utah,Washington County,2006,13,126796,0.00010252689359285782
11964,Utah,Washington County,2007,5,132277,3.779946627153625e-05
11965,Utah,Washington County,2008,5,135552,3.68862134088763e-05
11966,Utah,Washington County,2009,5,137088,3.6472922502334266e-05
11967,Utah,Washington County,2010,11,138397,7.948149165083058e-05
11968,Utah,Washington County,2011,18,141288,0.00012739935450993716
11969,Utah,Washington County,2012,23,144216,0.00015948299772563376
11970,Utah,Washington County,2013,25,147099,0.00016995356868503524
11971,Utah,Washington County,2014,13,151231,8.59612116563403e-05
11972,Utah,Washington County,2015,27,154839,0.00017437467304748803
11973,Utah,Weber County,2003,21,205319,0.00010227986693876358
11974,Utah,Weber County,2004,25,207794,0.00012031146231363755
11975,Utah,Weber County,2005,27,210150,0.0001284796573875803
11976,Utah,Weber County,2006,16,212656,7.523888345496953e-05
11977,Utah,Weber County,2007,48,217567,0.00022062169354727509
11978,Utah,Weber County,2008,44,223676,0.0001967131028809528
11979,Utah,Weber County,2009,45,228118,0.00019726632707633767
11980,Utah,Weber County,2010,39,232136,0.00016800496260812627
11981,Utah,Weber County,2011,55,233851,0.0002351924943660707
11982,Utah,Weber County,2012,54,236268,0.00022855401493219565
11983,Utah,Weber County,2013,39,238083,0.0001638084197527753
11984,Utah,Weber County,2014,56,240185,0.00023315361075837375
11985,Utah,Weber County,2015,56,242916,0.0002305323650973999
11986,Vermont,Chittenden County,2003,5,150410,3.3242470580413535e-05
11987,Vermont,Chittenden County,2004,5,151445,3.301528607745386e-05
11988,Vermont,Chittenden County,2005,5,152163,3.285949935266786e-05
11989,Vermont,Chittenden County,2006,15,152861,9.812836498518261e-05
11990,Vermont,Chittenden County,2007,5,153625,3.254678600488202e-05
11991,Vermont,Chittenden County,2008,5,154659,3.232918873133797e-05
11992,Vermont,Chittenden County,2009,5,155793,3.209386814555211e-05
11993,Vermont,Chittenden County,2010,5,156774,3.18930434893541e-05
11994,Vermont,Chittenden County,2011,13,158083,8.22352814660653e-05
11995,Vermont,Chittenden County,2012,14,158777,8.817397985854375e-05
11996,Vermont,Chittenden County,2013,14,159578,8.773139154520047e-05
11997,Vermont,Chittenden County,2014,13,160134,8.118201006656925e-05
11998,Vermont,Chittenden County,2015,22,161535,0.0001361933946203609
11999,Vermont,Franklin County,2003,5,46590,0.0001073191672032625
12000,Vermont,Franklin County,2004,5,46942,0.00010651442205274595
12001,Vermont,Franklin County,2005,5,47192,0.0001059501610442448
12002,Vermont,Franklin County,2006,5,47392,0.00010550303848750844
12003,Vermont,Franklin County,2007,5,47455,0.00010536297545042672
12004,Vermont,Franklin County,2008,5,47462,0.00010534743584341157
12005,Vermont,Franklin County,2009,5,47620,0.00010499790004199917
12006,Vermont,Franklin County,2010,5,47821,0.00010455657556303717
12007,Vermont,Franklin County,2011,5,48233,0.0001036634669209877
12008,Vermont,Franklin County,2012,5,48324,0.0001034682559390779
12009,Vermont,Franklin County,2013,5,48416,0.00010327164573694647
12010,Vermont,Franklin County,2014,5,48775,0.00010251153254741159
12011,Vermont,Franklin County,2015,12,49002,0.0002448879637565814
12012,Vermont,Rutland County,2003,5,63113,7.922298100232916e-05
12013,Vermont,Rutland County,2004,5,62997,7.936885883454767e-05
12014,Vermont,Rutland County,2005,5,63003,7.936130025554338e-05
12015,Vermont,Rutland County,2006,5,62894,7.949883931694597e-05
12016,Vermont,Rutland County,2007,12,62618,0.00019163818710275
12017,Vermont,Rutland County,2008,5,62368,8.01693175987686e-05
12018,Vermont,Rutland County,2009,5,61946,8.071546185387272e-05
12019,Vermont,Rutland County,2010,5,61585,8.118860112040269e-05
12020,Vermont,Rutland County,2011,12,61240,0.00019595035924232528
12021,Vermont,Rutland County,2012,5,60816,8.221520652459879e-05
12022,Vermont,Rutland County,2013,10,60512,0.00016525647805393971
12023,Vermont,Rutland County,2014,5,60071,8.32348387741173e-05
12024,Vermont,Rutland County,2015,10,59582,0.00016783592360108759
12025,Vermont,Windsor County,2003,5,57682,8.668215387815956e-05
12026,Vermont,Windsor County,2004,5,57639,8.674682072902028e-05
12027,Vermont,Windsor County,2005,5,57409,8.709435802748697e-05
12028,Vermont,Windsor County,2006,5,57184,8.74370453273643e-05
12029,Vermont,Windsor County,2007,5,57061,8.762552356250329e-05
12030,Vermont,Windsor County,2008,5,56850,8.795074758135444e-05
12031,Vermont,Windsor County,2009,5,56708,8.817098116667843e-05
12032,Vermont,Windsor County,2010,5,56604,8.833298000141333e-05
12033,Vermont,Windsor County,2011,5,56629,8.829398364795423e-05
12034,Vermont,Windsor County,2012,5,56162,8.902816851251736e-05
12035,Vermont,Windsor County,2013,5,56034,8.923153799478888e-05
12036,Vermont,Windsor County,2014,5,55770,8.965393580778196e-05
12037,Vermont,Windsor County,2015,12,55590,0.00021586616297895306
12038,Washington,Benton County,2003,10,153596,6.510586213182635e-05
12039,Washington,Benton County,2004,12,155689,7.707673631406201e-05
12040,Washington,Benton County,2005,13,157726,8.242141435147027e-05
12041,Washington,Benton County,2006,16,159564,0.00010027324459151187
12042,Washington,Benton County,2007,17,161669,0.00010515312150133916
12043,Washington,Benton County,2008,10,166573,6.0033738961296247e-05
12044,Washington,Benton County,2009,17,171122,9.934432743890324e-05
12045,Washington,Benton County,2010,10,176467,5.6667818912317885e-05
12046,Washington,Benton County,2011,16,180449,8.86677122067731e-05
12047,Washington,Benton County,2012,16,182400,8.771929824561403e-05
12048,Washington,Benton County,2013,18,184362,9.763400266866274e-05
12049,Washington,Benton County,2014,20,186535,0.00010721848446672206
12050,Washington,Benton County,2015,28,190282,0.000147150019444824
12051,Washington,Chelan County,2003,5,67173,7.443466869128965e-05
12052,Washington,Chelan County,2004,5,67882,7.365722872042662e-05
12053,Washington,Chelan County,2005,5,68747,7.273044641948012e-05
12054,Washington,Chelan County,2006,5,69536,7.19052001840773e-05
12055,Washington,Chelan County,2007,5,70214,7.121086962713989e-05
12056,Washington,Chelan County,2008,5,70813,7.060850408823239e-05
12057,Washington,Chelan County,2009,5,71679,6.975543743634817e-05
12058,Washington,Chelan County,2010,11,72747,0.00015120898456293732
12059,Washington,Chelan County,2011,10,73213,0.00013658776446805895
12060,Washington,Chelan County,2012,5,73471,6.805406214696955e-05
12061,Washington,Chelan County,2013,5,73723,6.782143971352224e-05
12062,Washington,Chelan County,2014,5,74114,6.746363709960331e-05
12063,Washington,Chelan County,2015,5,75030,6.66400106624017e-05
12064,Washington,Clallam County,2003,5,66301,7.541364383644289e-05
12065,Washington,Clallam County,2004,11,67411,0.00016317811633116257
12066,Washington,Clallam County,2005,10,68720,0.00014551804423748544
12067,Washington,Clallam County,2006,15,69642,0.00021538726630481605
12068,Washington,Clallam County,2007,19,70186,0.0002707092582566324
12069,Washington,Clallam County,2008,17,70769,0.00024021817462448246
12070,Washington,Clallam County,2009,13,71077,0.00018290023495645569
12071,Washington,Clallam County,2010,11,71505,0.00015383539612614502
12072,Washington,Clallam County,2011,5,71778,6.965922706121653e-05
12073,Washington,Clallam County,2012,12,71791,0.0001671518714044936
12074,Washington,Clallam County,2013,15,72091,0.0002080703555228808
12075,Washington,Clallam County,2014,5,72518,6.89483990181748e-05
12076,Washington,Clallam County,2015,12,73261,0.00016379792795621136
12077,Washington,Clark County,2003,40,374098,0.00010692385417724767
12078,Washington,Clark County,2004,27,384931,7.014244111282282e-05
12079,Washington,Clark County,2005,40,394277,0.00010145151758788872
12080,Washington,Clark County,2006,48,401698,0.0001194927532624011
12081,Washington,Clark County,2007,55,408820,0.00013453353554131403
12082,Washington,Clark County,2008,61,415282,0.0001468881386624029
12083,Washington,Clark County,2009,59,421236,0.00014006400212707366
12084,Washington,Clark County,2010,50,426733,0.00011716928383790332
12085,Washington,Clark County,2011,55,432388,0.00012720056985855295
12086,Washington,Clark County,2012,62,436532,0.00014202853399063528
12087,Washington,Clark County,2013,57,441591,0.00012907871763690837
12088,Washington,Clark County,2014,59,448505,0.0001315481432759947
12089,Washington,Clark County,2015,59,457320,0.00012901250765328436
12090,Washington,Cowlitz County,2003,5,94516,5.290109611071141e-05
12091,Washington,Cowlitz County,2004,17,95541,0.0001779340806564721
12092,Washington,Cowlitz County,2005,24,96536,0.00024861191679787854
12093,Washington,Cowlitz County,2006,20,99162,0.00020169016357072264
12094,Washington,Cowlitz County,2007,15,100744,0.00014889224172159136
12095,Washington,Cowlitz County,2008,20,101688,0.0001966800409094485
12096,Washington,Cowlitz County,2009,18,102126,0.00017625286410904176
12097,Washington,Cowlitz County,2010,14,102358,0.00013677484905918444
12098,Washington,Cowlitz County,2011,27,102313,0.000263896083586641
12099,Washington,Cowlitz County,2012,23,101669,0.0002262243161632356
12100,Washington,Cowlitz County,2013,21,101497,0.00020690266707390368
12101,Washington,Cowlitz County,2014,21,101811,0.00020626454901729674
12102,Washington,Cowlitz County,2015,15,103031,0.00014558725043918821
12103,Washington,Grant County,2003,5,77955,6.413956769931371e-05
12104,Washington,Grant County,2004,14,78734,0.00017781390504737472
12105,Washington,Grant County,2005,13,79531,0.00016345827413209943
12106,Washington,Grant County,2006,11,81036,0.0001357421392961153
12107,Washington,Grant County,2007,11,82645,0.00013309940105269525
12108,Washington,Grant County,2008,11,84944,0.0001294970804294594
12109,Washington,Grant County,2009,17,87340,0.00019464163040989237
12110,Washington,Grant County,2010,5,89554,5.5832235299372445e-05
12111,Washington,Grant County,2011,5,90588,5.5194948558307944e-05
12112,Washington,Grant County,2012,5,91292,5.4769311659291064e-05
12113,Washington,Grant County,2013,5,91698,5.452681628825056e-05
12114,Washington,Grant County,2014,5,92898,5.382247195849211e-05
12115,Washington,Grant County,2015,11,93517,0.00011762567233764984
12116,Washington,Grays Harbor County,2003,5,69065,7.239556939115326e-05
12117,Washington,Grays Harbor County,2004,17,69775,0.00024364027230383374
12118,Washington,Grays Harbor County,2005,5,70423,7.099953140309274e-05
12119,Washington,Grays Harbor County,2006,5,71256,7.016952958347367e-05
12120,Washington,Grays Harbor County,2007,5,71827,6.96117059044649e-05
12121,Washington,Grays Harbor County,2008,12,72027,0.0001666041900953809
12122,Washington,Grays Harbor County,2009,16,72468,0.00022078710603300766
12123,Washington,Grays Harbor County,2010,5,72849,6.863512196461173e-05
12124,Washington,Grays Harbor County,2011,10,72374,0.0001381711664409871
12125,Washington,Grays Harbor County,2012,11,71785,0.00015323535557567737
12126,Washington,Grays Harbor County,2013,12,71059,0.00016887375279697154
12127,Washington,Grays Harbor County,2014,15,70796,0.00021187637719645178
12128,Washington,Grays Harbor County,2015,15,71027,0.00021118729497233448
12129,Washington,Island County,2003,5,74670,6.696129637069774e-05
12130,Washington,Island County,2004,5,77667,6.43774061055532e-05
12131,Washington,Island County,2005,5,77589,6.444212452796143e-05
12132,Washington,Island County,2006,5,79136,6.318236959158916e-05
12133,Washington,Island County,2007,5,78726,6.35114193531997e-05
12134,Washington,Island County,2008,5,78375,6.379585326953749e-05
12135,Washington,Island County,2009,5,78248,6.38993967896943e-05
12136,Washington,Island County,2010,5,78700,6.353240152477763e-05
12137,Washington,Island County,2011,5,78970,6.331518298087882e-05
12138,Washington,Island County,2012,10,79086,0.00012644462989656828
12139,Washington,Island County,2013,5,78266,6.388470089183043e-05
12140,Washington,Island County,2014,13,78777,0.00016502278583850616
12141,Washington,Island County,2015,11,80135,0.00013726835964310226
12142,Washington,King County,2003,205,1763440,0.00011625005670734473
12143,Washington,King County,2004,245,1775297,0.00013800507746027847
12144,Washington,King County,2005,242,1795268,0.0001347988155528868
12145,Washington,King County,2006,274,1822967,0.0001503044213087785
12146,Washington,King County,2007,258,1847986,0.00013961144727286896
12147,Washington,King County,2008,245,1875020,0.0001306652729037557
12148,Washington,King County,2009,246,1912012,0.00012866028037480937
12149,Washington,King County,2010,238,1938431,0.00012277971204546358
12150,Washington,King County,2011,250,1974499,0.00012661439686725595
12151,Washington,King County,2012,261,2011708,0.0001297404991181623
12152,Washington,King County,2013,276,2047967,0.00013476779655140927
12153,Washington,King County,2014,309,2086174,0.00014811803809269985
12154,Washington,King County,2015,308,2127372,0.00014477956840646582
12155,Washington,Kitsap County,2003,23,239758,9.593006281333678e-05
12156,Washington,Kitsap County,2004,16,241960,6.612663250123987e-05
12157,Washington,Kitsap County,2005,16,239806,6.672059915098037e-05
12158,Washington,Kitsap County,2006,14,245054,5.7130265166045036e-05
12159,Washington,Kitsap County,2007,23,244105,9.422174883759038e-05
12160,Washington,Kitsap County,2008,25,246912,0.00010125064800414723
12161,Washington,Kitsap County,2009,24,248800,9.646302250803858e-05
12162,Washington,Kitsap County,2010,19,251696,7.548789015320069e-05
12163,Washington,Kitsap County,2011,25,254351,9.828937177365137e-05
12164,Washington,Kitsap County,2012,20,254414,7.861202606774784e-05
12165,Washington,Kitsap County,2013,16,252538,6.335680174864773e-05
12166,Washington,Kitsap County,2014,20,253568,7.887430590610803e-05
12167,Washington,Kitsap County,2015,29,259467,0.00011176758508789171
12168,Washington,Lewis County,2003,5,70366,7.105704459540119e-05
12169,Washington,Lewis County,2004,5,71021,7.040171216963997e-05
12170,Washington,Lewis County,2005,13,72060,0.0001804052178739939
12171,Washington,Lewis County,2006,5,73318,6.819607736163016e-05
12172,Washington,Lewis County,2007,12,74229,0.00016166188416926
12173,Washington,Lewis County,2008,11,74899,0.000146864444118079
12174,Washington,Lewis County,2009,11,75316,0.00014605130383982156
12175,Washington,Lewis County,2010,11,75503,0.0001456895752486656
12176,Washington,Lewis County,2011,17,75674,0.00022464783148769724
12177,Washington,Lewis County,2012,5,75452,6.626729576419446e-05
12178,Washington,Lewis County,2013,5,74994,6.66720004267008e-05
12179,Washington,Lewis County,2014,10,74877,0.00013355235920242532
12180,Washington,Lewis County,2015,5,75474,6.624797943662718e-05
12181,Washington,Mason County,2003,5,52351,9.550915932837959e-05
12182,Washington,Mason County,2004,5,53819,9.290399301361973e-05
12183,Washington,Mason County,2005,5,55198,9.058299213739628e-05
12184,Washington,Mason County,2006,5,56872,8.791672527781685e-05
12185,Washington,Mason County,2007,5,58679,8.520935939603606e-05
12186,Washington,Mason County,2008,5,59785,8.363301831563101e-05
12187,Washington,Mason County,2009,5,60333,8.287338604080686e-05
12188,Washington,Mason County,2010,5,60733,8.232756491528493e-05
12189,Washington,Mason County,2011,5,60882,8.212607995795145e-05
12190,Washington,Mason County,2012,14,60689,0.0002306843085237852
12191,Washington,Mason County,2013,10,60480,0.00016534391534391533
12192,Washington,Mason County,2014,5,60613,8.24905548314718e-05
12193,Washington,Mason County,2015,10,60999,0.0001639371137231758
12194,Washington,Pierce County,2003,87,733969,0.00011853361654238802
12195,Washington,Pierce County,2004,72,740137,9.727928748326323e-05
12196,Washington,Pierce County,2005,85,748148,0.00011361388388393741
12197,Washington,Pierce County,2006,68,763408,8.90742564919414e-05
12198,Washington,Pierce County,2007,125,772484,0.00016181564925616583
12199,Washington,Pierce County,2008,129,785400,0.00016424751718869366
12200,Washington,Pierce County,2009,102,796483,0.00012806299695034294
12201,Washington,Pierce County,2010,113,795402,0.0001420665273660363
12202,Washington,Pierce County,2011,139,807728,0.00017208763346076897
12203,Washington,Pierce County,2012,109,815772,0.0001336157651892931
12204,Washington,Pierce County,2013,122,821307,0.00014854372360152782
12205,Washington,Pierce County,2014,136,833106,0.00016324453310863203
12206,Washington,Pierce County,2015,156,844317,0.00018476472699235002
12207,Washington,Skagit County,2003,12,107369,0.00011176410323277668
12208,Washington,Skagit County,2004,13,109030,0.000119233238558195
12209,Washington,Skagit County,2005,15,110683,0.00013552216690910075
12210,Washington,Skagit County,2006,16,112621,0.00014206941866969747
12211,Washington,Skagit County,2007,12,114066,0.00010520225132817843
12212,Washington,Skagit County,2008,10,115808,8.634982039237358e-05
12213,Washington,Skagit County,2009,20,116557,0.00017158986590251978
12214,Washington,Skagit County,2010,16,116939,0.00013682347206663302
12215,Washington,Skagit County,2011,15,117578,0.00012757488645835104
12216,Washington,Skagit County,2012,17,117716,0.00014441537259166128
12217,Washington,Skagit County,2013,23,118270,0.00019447027986809842
12218,Washington,Skagit County,2014,10,119990,8.33402783565297e-05
12219,Washington,Skagit County,2015,18,121589,0.00014803970753933334
12220,Washington,Snohomish County,2003,76,635612,0.0001195698004442962
12221,Washington,Snohomish County,2004,100,643533,0.0001553921865700749
12222,Washington,Snohomish County,2005,94,654849,0.00014354454232960576
12223,Washington,Snohomish County,2006,97,670706,0.000144623724851127
12224,Washington,Snohomish County,2007,107,683997,0.00015643343464956716
12225,Washington,Snohomish County,2008,109,694622,0.00015691987872540748
12226,Washington,Snohomish County,2009,125,706302,0.00017697811984108782
12227,Washington,Snohomish County,2010,108,715522,0.00015093875520249552
12228,Washington,Snohomish County,2011,168,722149,0.0002326389706279452
12229,Washington,Snohomish County,2012,131,732239,0.00017890333620580165
12230,Washington,Snohomish County,2013,126,744322,0.00016928157437238184
12231,Washington,Snohomish County,2014,124,757485,0.00016369961121342336
12232,Washington,Snohomish County,2015,127,770022,0.00016493035263927524
12233,Washington,Spokane County,2003,74,430710,0.00017180933806969887
12234,Washington,Spokane County,2004,78,435268,0.00017919994118566034
12235,Washington,Spokane County,2005,91,440439,0.00020661203935164687
12236,Washington,Spokane County,2006,99,447517,0.00022122064636650676
12237,Washington,Spokane County,2007,104,456150,0.00022799517702510138
12238,Washington,Spokane County,2008,126,462263,0.0002725721072203486
12239,Washington,Spokane County,2009,74,468235,0.00015804030027657053
12240,Washington,Spokane County,2010,75,472102,0.00015886397431063627
12241,Washington,Spokane County,2011,73,473516,0.00015416585711992836
12242,Washington,Spokane County,2012,84,475605,0.00017661715078689247
12243,Washington,Spokane County,2013,63,478553,0.00013164686043134197
12244,Washington,Spokane County,2014,50,483148,0.00010348795814119069
12245,Washington,Spokane County,2015,92,488970,0.00018815060228643884
12246,Washington,Stevens County,2003,5,40589,0.00012318608489984972
12247,Washington,Stevens County,2004,5,41022,0.00012188581736629126
12248,Washington,Stevens County,2005,5,41612,0.00012015764683264443
12249,Washington,Stevens County,2006,13,42366,0.0003068498324127838
12250,Washington,Stevens County,2007,5,43059,0.00011611974267865022
12251,Washington,Stevens County,2008,11,43398,0.00025346790174662426
12252,Washington,Stevens County,2009,5,43548,0.00011481583540001837
12253,Washington,Stevens County,2010,5,43472,0.00011501656238498344
12254,Washington,Stevens County,2011,5,43457,0.00011505626251236855
12255,Washington,Stevens County,2012,5,43494,0.00011495838506460662
12256,Washington,Stevens County,2013,5,43287,0.00011550812022085152
12257,Washington,Stevens County,2014,5,43498,0.00011494781369258356
