STNAME,CTYNAME,Year,Population
Georgia,Douglas County,2009,129703
Georgia,Early County,2009,11568
Georgia,Echols County,2009,4213
Georgia,Effingham County,2009,53541
Georgia,Elbert County,2009,20372
Georgia,Emanuel County,2009,23075
Georgia,Evans County,2009,11695
Georgia,Fannin County,2009,22945
Georgia,Fayette County,2009,106788
Georgia,Floyd County,2009,96250
Georgia,Forsyth County,2009,174520
Georgia,Franklin County,2009,21748
Georgia,Fulton County,2009,1033756
Georgia,Gilmer County,2009,29021
Georgia,Glascock County,2009,2801
Georgia,Glynn County,2009,76820
Georgia,Gordon County,2009,53292
Georgia,Grady County,2009,25187
Georgia,Greene County,2009,15743
Georgia,Gwinnett County,2009,808167
Georgia,Habersham County,2009,43613
Georgia,Hall County,2009,187743
Georgia,Hancock County,2009,9219
Georgia,Haralson County,2009,28890
Georgia,Harris County,2009,30138
Georgia,Hart County,2009,24067
Georgia,Heard County,2009,11528
Georgia,Henry County,2009,195370
Georgia,Houston County,2009,135715
Georgia,Irwin County,2009,10086
Georgia,Jackson County,2009,63544
Georgia,Jasper County,2009,13953
Georgia,Jeff Davis County,2009,13659
Georgia,Jefferson County,2009,16478
Georgia,Jenkins County,2009,8450
Georgia,Johnson County,2009,9300
Georgia,Jones County,2009,27740
Georgia,Lamar County,2009,17550
Georgia,Lanier County,2009,8423
Georgia,Laurens County,2009,48295
Georgia,Lee County,2009,34410
Georgia,Liberty County,2009,62186
Georgia,Lincoln County,2009,7913
Georgia,Long County,2009,12234
Georgia,Lowndes County,2009,106814
Georgia,Lumpkin County,2009,27528
Georgia,McDuffie County,2009,21862
Georgia,McIntosh County,2009,11378
Georgia,Macon County,2009,13336
Georgia,Madison County,2009,28232
Georgia,Marion County,2009,6995
Georgia,Meriwether County,2009,22783
Georgia,Miller County,2009,6228
Georgia,Mitchell County,2009,23800
Georgia,Monroe County,2009,25425
Georgia,Montgomery County,2009,8930
Georgia,Morgan County,2009,18761
Georgia,Murray County,2009,40621
Georgia,Muscogee County,2009,190414
Georgia,Newton County,2009,99944
Georgia,Oconee County,2009,33320
Georgia,Oglethorpe County,2009,14328
Georgia,Paulding County,2009,136655
Georgia,Peach County,2009,27247
Georgia,Pickens County,2009,31264
Georgia,Pierce County,2009,18580
Georgia,Pike County,2009,17721
Georgia,Polk County,2009,42298
Georgia,Pulaski County,2009,9897
Georgia,Putnam County,2009,20495
Georgia,Quitman County,2009,2659
Georgia,Rabun County,2009,16611
Georgia,Randolph County,2009,7180
Georgia,Richmond County,2009,199768
Georgia,Rockdale County,2009,84569
Georgia,Schley County,2009,4325
Georgia,Screven County,2009,15054
Georgia,Seminole County,2009,9094
Georgia,Spalding County,2009,64708
Georgia,Stephens County,2009,25700
Georgia,Stewart County,2009,4558
Georgia,Sumter County,2009,32084
Georgia,Talbot County,2009,6355
Georgia,Taliaferro County,2009,1812
Georgia,Tattnall County,2009,24493
Georgia,Taylor County,2009,8587
Georgia,Telfair County,2009,12792
Georgia,Terrell County,2009,10320
Georgia,Thomas County,2009,46188
Georgia,Tift County,2009,42959
Georgia,Toombs County,2009,27959
Georgia,Towns County,2009,11010
Georgia,Treutlen County,2009,7058
Georgia,Troup County,2009,64653
Georgia,Turner County,2009,9254
Georgia,Twiggs County,2009,10111
Georgia,Union County,2009,21252
Georgia,Upson County,2009,27551
Georgia,Walker County,2009,64983
Georgia,Walton County,2009,87311
Georgia,Ware County,2009,35914
Georgia,Warren County,2009,5755
Georgia,Washington County,2009,20879
Georgia,Wayne County,2009,29407
Georgia,Webster County,2009,2192
Georgia,Wheeler County,2009,7010
Georgia,White County,2009,25294
Georgia,Whitfield County,2009,93698
Georgia,Wilcox County,2009,8895
Georgia,Wilkes County,2009,10268
Georgia,Wilkinson County,2009,10076
Georgia,Worth County,2009,21214
Hawaii,Hawaii,2009,1295178
Hawaii,Hawaii County,2009,177835
Hawaii,Honolulu County,2009,907574
Hawaii,Kalawao County,2009,83
Hawaii,Kauai County,2009,64529
Hawaii,Maui County,2009,145157
Idaho,Idaho,2009,1545801
Idaho,Ada County,2009,384656
Idaho,Adams County,2009,3520
Idaho,Bannock County,2009,82539
Idaho,Bear Lake County,2009,5774
Idaho,Benewah County,2009,9258
Idaho,Bingham County,2009,44668
Idaho,Blaine County,2009,22328
Idaho,Boise County,2009,7445
Idaho,Bonner County,2009,41403
Idaho,Bonneville County,2009,101329
Idaho,Boundary County,2009,10951
Idaho,Butte County,2009,2764
Idaho,Camas County,2009,1109
Idaho,Canyon County,2009,186615
Idaho,Caribou County,2009,6914
Idaho,Cassia County,2009,21698
Idaho,Clark County,2009,952
Idaho,Clearwater County,2009,8043
Idaho,Custer County,2009,4240
Idaho,Elmore County,2009,28820
Idaho,Franklin County,2009,12676
Idaho,Fremont County,2009,12691
Idaho,Gem County,2009,16437
Idaho,Gooding County,2009,14430
Idaho,Idaho County,2009,15461
Idaho,Jefferson County,2009,24802
Idaho,Jerome County,2009,21262
Idaho,Kootenai County,2009,139390
Idaho,Latah County,2009,38046
Idaho,Lemhi County,2009,7908
Idaho,Lewis County,2009,3735
Idaho,Lincoln County,2009,4645
Idaho,Madison County,2009,38440
Idaho,Minidoka County,2009,19226
Idaho,Nez Perce County,2009,39211
Idaho,Oneida County,2009,4221
Idaho,Owyhee County,2009,11223
Idaho,Payette County,2009,23099
Idaho,Power County,2009,7734
Idaho,Shoshone County,2009,12660
Idaho,Teton County,2009,9337
Idaho,Twin Falls County,2009,75296
Idaho,Valley County,2009,8726
Idaho,Washington County,2009,10119
Illinois,Illinois,2009,12910409
Illinois,Adams County,2009,67054
Illinois,Alexander County,2009,7914
Illinois,Bond County,2009,18103
Illinois,Boone County,2009,54020
Illinois,Brown County,2009,6591
Illinois,Bureau County,2009,34699
Illinois,Calhoun County,2009,5019
Illinois,Carroll County,2009,15749
Illinois,Cass County,2009,13559
Illinois,Champaign County,2009,195671
Illinois,Christian County,2009,34253
Illinois,Clark County,2009,16657
Illinois,Clay County,2009,13538
Illinois,Clinton County,2009,36368
Illinois,Coles County,2009,52065
Illinois,Cook County,2009,5287037
Illinois,Crawford County,2009,19433
Illinois,Cumberland County,2009,10716
Illinois,DeKalb County,2009,107333
Illinois,De Witt County,2009,16034
Illinois,Douglas County,2009,19169
Illinois,DuPage County,2009,932541
Illinois,Edgar County,2009,18471
Illinois,Edwards County,2009,6444
Illinois,Effingham County,2009,34424
Illinois,Fayette County,2009,20935
Illinois,Ford County,2009,13911
Illinois,Franklin County,2009,39312
Illinois,Fulton County,2009,36652
